,0
0,0.6957492477985622
1,0.6847303209975805
2,0.5251095795218516
3,0.43356139314306524
4,0.42544503560026375
5,0.42271556861043225
6,0.41903058845296265
7,0.4133383970414145
8,0.4046729794922477
9,0.39964529295646245
